No.,Scheme_Name,Net_Asset_Value,Outstanding_Number_of_ Units,Nav_Per_Unit,Sale_Price_per_Unit,Repurchase_Price/Unit,Date_Valued
3300,Bond Fund,89465092689.9525,825054999.5352,108.4353,108.4353,108.4353,14-06-2021
3299,Liquid Fund,195269042748.547,698732736.2135,279.4617,279.4617,279.4617,14-06-2021
3298,Jikimu Fund,17823872705.5071,120376757.9122,148.0674,148.0674,145.106,14-06-2021
3297,Watoto Fund,4178765430.9113,9203626.8395,454.0346,454.0346,449.4943,14-06-2021
3296,Wekeza Maisha Fund,1775069027.1832,2910098.4398,609.9687,609.9687,597.7693,14-06-2021
3295,Umoja Fund,257393847253.871,349670438.4841,736.1041,736.1041,728.7431,14-06-2021
3294,Bond Fund,90800646059.2732,837098623.0058,108.4707,108.4707,108.4707,15-06-2021
3293,Liquid Fund,195847983960.914,700570861.1086,279.5549,279.5549,279.5549,15-06-2021
3292,Jikimu Fund,17825667095.63,120359466.442,148.1036,148.1036,145.1415,15-06-2021
3291,Watoto Fund,4183770391.8296,9212701.038,454.1307,454.1307,449.5894,15-06-2021
3290,Wekeza Maisha Fund,1784160079.3683,2923295.8382,610.3248,610.3248,598.1183,15-06-2021
3289,Umoja Fund,257442599180.158,349687049.5312,736.2086,736.2086,728.8465,15-06-2021
3288,Bond Fund,90865116238.0249,837417462.8626,108.5064,108.5064,108.5064,16-06-2021
3287,Liquid Fund,196010222921.551,700917513.2499,279.6481,279.6481,279.6481,16-06-2021
3286,Jikimu Fund,17830013540.1978,120359466.442,148.1397,148.1397,145.1769,16-06-2021
3285,Watoto Fund,4185654915.4354,9214903.0475,454.2267,454.2267,449.6844,16-06-2021
3284,Wekeza Maisha Fund,1785500766.1317,2923423.639,610.7568,610.7568,598.5416,16-06-2021
3283,Umoja Fund,257483900614.201,349687857.7261,736.325,736.325,728.9617,16-06-2021
3282,Bond Fund,91227525776.3173,840478311.3698,108.5424,108.5424,108.5424,17-06-2021
3281,Liquid Fund,196842408510.094,703659837.4923,279.7409,279.7409,279.7409,17-06-2021
3280,Jikimu Fund,17781249083.1169,120268971.1861,147.8457,147.8457,144.8888,17-06-2021
3279,Watoto Fund,4183526873.6571,9230434.1941,453.2319,453.2319,448.6995,17-06-2021
3278,Wekeza Maisha Fund,1784269534.6061,2919531.4705,611.1493,611.1493,598.9263,17-06-2021
3277,Umoja Fund,257084579968.081,349507959.0505,735.5614,735.5614,728.2058,17-06-2021
3276,Bond Fund,91804872288.4005,845495833.592,108.5811,108.5811,108.5811,18-06-2021
3275,Liquid Fund,197177746069.759,703203555.9286,280.3992,280.3992,280.3992,18-06-2021
3274,Jikimu Fund,17785633861.6226,120269216.8188,147.8818,147.8818,144.9242,18-06-2021
3273,Watoto Fund,4185659743.4785,9233116.8072,453.3312,453.3312,448.7979,18-06-2021
3272,Wekeza Maisha Fund,1789507197.7619,2926354.6804,611.5141,611.5141,599.2838,18-06-2021
3271,Umoja Fund,257143453949.241,349528078.4794,735.6875,735.6875,728.3307,18-06-2021
3270,Bond Fund,92055693260.3056,846942691.7521,108.6918,108.6918,108.6918,21-06-2021
3269,Liquid Fund,197784832706.989,704670053.4827,280.6772,280.6772,280.6772,21-06-2021
3268,Jikimu Fund,17799462016.5004,120273409.3704,147.9917,147.9917,145.0318,21-06-2021
3267,Watoto Fund,4199607063.6066,9258008.1925,453.6189,453.6189,449.0827,21-06-2021
3266,Wekeza Maisha Fund,1792851458.7429,2926811.6209,612.5613,612.5613,600.31,21-06-2021
3265,Umoja Fund,257274880473.274,349536787.0806,736.0452,736.0452,736.0452,21-06-2021
3264,Bond Fund,92256760004.9377,848505811.5091,108.7285,108.7285,108.7285,22-06-2021
3263,Liquid Fund,198933195118.771,708527974.4985,280.7697,280.7697,280.7697,22-06-2021
3262,Jikimu Fund,17805944248.5821,120287802.0696,148.0278,148.0278,145.0673,22-06-2021
3261,Watoto Fund,4206780467.8334,9271753.2106,453.7201,453.7201,449.1829,22-06-2021
3260,Wekeza Maisha Fund,1794331010.3736,2927521.7539,612.9181,612.9181,600.6597,22-06-2021
3259,Umoja Fund,257325085614.267,349544004.7079,736.1736,736.1736,728.8119,22-06-2021
3258,Bond Fund,92540767986.353,850831154.3575,108.7651,108.7651,108.7651,23-06-2021
3257,Liquid Fund,201004027328.04,715662103.4822,280.8644,280.8644,280.8644,23-06-2021
3256,Jikimu Fund,17845370622.1295,120246459.3247,148.4066,148.4066,145.4385,23-06-2021
3255,Watoto Fund,4221239512.7979,9274221.7519,455.1584,455.1584,450.6068,23-06-2021
3254,Wekeza Maisha Fund,1798933171.5989,2933327.3158,613.2739,613.2739,601.0085,23-06-2021
3253,Umoja Fund,257868397552.684,349551497.5283,737.7122,737.7122,730.3351,23-06-2021
3252,Bond Fund,92665433431.6907,851702381.9522,108.8003,108.8003,108.8003,24-06-2021
3251,Liquid Fund,199378529332.48,709642327.1636,280.9564,280.9564,280.9564,24-06-2021
3250,Jikimu Fund,17837362109.8199,120162869.5107,148.4432,148.4432,145.4743,24-06-2021
3249,Watoto Fund,4211782457.8634,9251339.3307,455.2619,455.2619,450.7093,24-06-2021
3248,Wekeza Maisha Fund,1799063190.2061,2931762.1915,613.6457,613.6457,601.3728,24-06-2021
3247,Umoja Fund,257544716791.884,349062408.4291,737.8185,737.8185,730.4404,24-06-2021
3246,Bond Fund,92983423952.4206,854332752.9087,108.8375,108.8375,108.8375,25-06-2021
3245,Liquid Fund,199427200212.123,709581108.8425,281.0492,281.0492,281.0492,25-06-2021
3244,Jikimu Fund,17843246641.6362,120173145.334,148.4795,148.4795,145.5099,25-06-2021
3243,Watoto Fund,4213436044.6349,9252898.9826,455.3639,455.3639,450.8102,25-06-2021
3242,Wekeza Maisha Fund,1800358645.0351,2932088.1125,614.0193,614.0193,601.7389,25-06-2021
3241,Umoja Fund,257568982560.809,349066431.5378,737.8796,737.8796,730.5008,25-06-2021
3240,Bond Fund,93698282460.6903,857571394.5689,109.26,109.26,109.26,28-06-2021
3239,Liquid Fund,216643680338.609,770137012.9572,281.3054,281.3054,281.3054,28-06-2021
3238,Jikimu Fund,17856743206.5539,120175967.2724,148.5883,148.5883,145.6165,28-06-2021
3237,Watoto Fund,4216987229.5827,9254534.289,455.6671,455.6671,451.1105,28-06-2021
3236,Wekeza Maisha Fund,1807096322.9643,2937708.5894,615.138,615.138,602.8353,28-06-2021
3235,Umoja Fund,258070667943.976,349075778.1046,739.297,739.297,731.904,28-06-2021
3234,Bond Fund,94061804455.0349,860619319.372,109.2955,109.2955,109.2955,29-06-2021
3233,Liquid Fund,216646765002.678,769891194.6578,281.3992,281.3992,281.3992,29-06-2021
3232,Jikimu Fund,17880148806.5388,120211770.8991,148.7388,148.7388,145.764,29-06-2021
3231,Watoto Fund,4215509756.7789,9263279.7089,455.0775,455.0775,450.5267,29-06-2021
3230,Wekeza Maisha Fund,1809441368.2151,2939740.654,615.5105,615.5105,603.2003,29-06-2021
3229,Umoja Fund,258281844230.965,349087122.2305,739.8779,739.8779,732.4791,29-06-2021
3228,Bond Fund,94481972884.5642,861357390.1561,109.6896,109.6896,109.6896,30-06-2021
3227,Liquid Fund,215854500690.562,765627975.1673,281.9313,281.9313,281.9313,30-06-2021
3226,Jikimu Fund,17888995255.7801,120241994.0114,148.7749,148.7749,145.7994,30-06-2021
3225,Watoto Fund,4216966822.3671,9264421.9023,455.1786,455.1786,450.6268,30-06-2021
3224,Wekeza Maisha Fund,1815063483.1038,2940387.4661,617.2872,617.2872,604.9414,30-06-2021
3223,Umoja Fund,258330517227.221,349094392.2023,740.0019,740.0019,732.6019,30-06-2021
3222,Bond Fund,93858205691.9347,863266582.5582,108.7245,108.7245,108.7245,01-07-2021
3221,Liquid Fund,222531009427.929,789054283.7862,282.0224,282.0224,282.0224,01-07-2021
3220,Jikimu Fund,17508426770.4011,120151380.2686,145.7197,145.7197,142.8053,01-07-2021
3219,Watoto Fund,4209906979.2465,9253954.2741,454.9306,454.9306,450.3813,01-07-2021
3218,Wekeza Maisha Fund,1808121722.0736,2927342.4761,617.6666,617.6666,605.3133,01-07-2021
3217,Umoja Fund,257808978307.849,348926604.3532,738.8631,738.8631,731.4744,01-07-2021
3216,Bond Fund,93440429902.7322,859136614.2611,108.7609,108.7609,108.7609,02-07-2021
3215,Liquid Fund,222993945404.92,790437592.4658,282.1145,282.1145,282.1145,02-07-2021
3214,Jikimu Fund,17509297105.2248,120186513.3995,145.6844,145.6844,142.7707,02-07-2021
3213,Watoto Fund,4208838475.1667,9257162.6328,454.6575,454.6575,450.1109,02-07-2021
3212,Wekeza Maisha Fund,1809529636.3876,2927876.9738,618.0347,618.0347,605.674,02-07-2021
3211,Umoja Fund,257499484281.63,348923096.8418,737.9835,737.9835,730.6036,02-07-2021
3210,Bond Fund,93751537799.736,861140694.4079,108.869,108.869,108.869,05-07-2021
3209,Liquid Fund,223504687313.74,791479401.0745,282.3885,282.3885,282.3885,05-07-2021
3208,Jikimu Fund,17532551923.7286,120253665.0674,145.7964,145.7964,142.8805,05-07-2021
3207,Watoto Fund,4219571446.4451,9273149.6736,455.0311,455.0311,450.4808,05-07-2021
3206,Wekeza Maisha Fund,1816782670.9405,2934380.9537,619.1366,619.1366,606.7539,05-07-2021
3205,Umoja Fund,257660892533.097,348937723.8129,738.4151,738.4151,731.031,05-07-2021
3204,Bond Fund,94274002729.3886,865610386.3499,108.9104,108.9104,108.9104,06-07-2021
3203,Liquid Fund,193677954135.864,684675422.9573,282.8756,282.8756,282.8756,06-07-2021
3202,Jikimu Fund,17551417037.027,120354490.6022,145.831,145.831,142.9144,06-07-2021
3201,Watoto Fund,4222937826.0207,9278021.8682,455.155,455.155,450.6034,06-07-2021
3200,Wekeza Maisha Fund,1831934731.107,2957106.1488,619.5025,619.5025,607.1125,06-07-2021
3199,Umoja Fund,257722409768.608,348968484.9666,738.5263,738.5263,731.1411,06-07-2021
3198,Bond Fund,94465566285.9977,866769487.2536,108.9858,108.9858,108.9858,08-07-2021
3197,Liquid Fund,193382317222.4,683162584.4627,283.0692,283.0692,283.0692,08-07-2021
3196,Jikimu Fund,17562391284.0027,120388146.3935,145.8814,145.8814,142.9638,08-07-2021
3195,Watoto Fund,4226021938.5729,9281230.2367,455.3299,455.3299,450.7766,08-07-2021
3194,Wekeza Maisha Fund,1840219465.4777,2966995.1156,620.23,620.23,607.8254,08-07-2021
3193,Umoja Fund,257727256335.334,348989962.0257,738.4948,738.4948,731.1098,08-07-2021
3192,Bond Fund,95031370875.342,871674041.3062,109.0217,109.0217,109.0217,09-07-2021
3191,Liquid Fund,194261162285.504,686031093.4589,283.1667,283.1667,283.1667,09-07-2021
3190,Jikimu Fund,17569998297.2642,120410154.6825,145.9179,145.9179,142.9996,09-07-2021
3189,Watoto Fund,4227724996.702,9282482.0763,455.452,455.452,450.8975,09-07-2021
3188,Wekeza Maisha Fund,1842066973.4222,2968228.5291,620.5947,620.5947,608.1828,09-07-2021
3187,Umoja Fund,257764808963.735,348994181.8257,738.5934,738.5934,731.2075,09-07-2021
3186,Bond Fund,95469846022.2244,874795367.1032,109.1339,109.1339,109.1339,12-07-2021
3185,Liquid Fund,195226189860.539,688712339.1674,283.4655,283.4655,283.4655,12-07-2021
3184,Jikimu Fund,17587639564.1333,120422253.0202,146.0497,146.0497,143.1288,12-07-2021
3183,Watoto Fund,4233850179.3726,9285607.5723,455.9583,455.9583,451.3988,12-07-2021
3182,Wekeza Maisha Fund,1845798268.4157,2969018.1418,621.6864,621.6864,609.2527,12-07-2021
3181,Umoja Fund,257983461695.119,349004388.704,739.1983,739.1983,731.8063,12-07-2021
3180,Bond Fund,95605258425.4805,875737504.1711,109.1711,109.1711,109.1711,13-07-2021
3179,Liquid Fund,195522886067.977,689524405.1475,283.562,283.562,283.562,13-07-2021
3178,Jikimu Fund,17468491868.5476,119568280.152,146.0964,146.0964,143.1744,13-07-2021
3177,Watoto Fund,4240147835.8928,9295989.6966,456.1266,456.1266,451.5653,13-07-2021
3176,Wekeza Maisha Fund,1847212506.8421,2969375.395,622.0879,622.0879,609.6461,13-07-2021
3175,Umoja Fund,257992892080.399,348954861.8027,739.3303,739.3303,731.937,13-07-2021
3174,Bond Fund,95887646944.8247,878028318.7734,109.2079,109.2079,109.2079,14-07-2021
3173,Liquid Fund,196864839667.578,694022122.7233,283.6579,283.6579,283.6579,14-07-2021
3172,Jikimu Fund,17473341857.4939,119571401.3789,146.1331,146.1331,143.2105,14-07-2021
3171,Watoto Fund,4243029304.4823,9299705.7704,456.2541,456.2541,451.6916,14-07-2021
3170,Wekeza Maisha Fund,1860805443.1918,2989495.4632,622.448,622.448,609.999,14-07-2021
3169,Umoja Fund,258035689700.945,348957016.1434,739.4483,739.4483,732.0539,14-07-2021
3168,Bond Fund,96190039728.9046,880501369.3344,109.2446,109.2446,109.2446,15-07-2021
3167,Liquid Fund,205926940190.11,725734166.4562,283.7498,283.7498,283.7498,15-07-2021
3166,Jikimu Fund,17492612704.761,119578244.4555,146.2859,146.2859,143.3602,15-07-2021
3165,Watoto Fund,4242602249.1996,9296545.0519,456.3633,456.3633,451.7997,15-07-2021
3164,Wekeza Maisha Fund,1862938682.0993,2991182.3511,622.8101,622.8101,610.3539,15-07-2021
3163,Umoja Fund,258091198621.054,348964867.766,739.5908,739.5908,732.1949,15-07-2021
3162,Bond Fund,96783850957.6311,885641596.3988,109.2811,109.2811,109.2811,16-07-2021
3161,Liquid Fund,206389496883.375,727125932.921,283.8428,283.8428,283.8428,16-07-2021
3160,Jikimu Fund,17496406020.0292,119581395.1038,146.3138,146.3138,143.3875,16-07-2021
3159,Watoto Fund,4245648266.727,9300621.6018,456.4908,456.4908,451.9259,16-07-2021
3158,Wekeza Maisha Fund,1864671883.3106,2992226.1947,623.1721,623.1721,610.7087,16-07-2021
3157,Umoja Fund,258121462864.016,348968893.0223,739.669,739.669,732.2723,16-07-2021
3156,Bond Fund,97211004633.9887,888641638.2527,109.3928,109.3928,109.3928,19-07-2021
3155,Liquid Fund,207116677379.397,728945016.7866,284.1321,284.1321,284.1321,19-07-2021
3154,Jikimu Fund,17532949737.2528,119743787.8997,146.4205,146.4205,143.4921,19-07-2021
3153,Watoto Fund,4259843684.991,9323927.8654,456.8722,456.8722,452.3035,19-07-2021
3152,Wekeza Maisha Fund,1868274587.2986,2992792.9013,624.2579,624.2579,611.7727,19-07-2021
3151,Umoja Fund,258255605920.446,348984848.8471,740.0195,740.0195,732.6193,19-07-2021
3150,Bond Fund,97893052177.7643,894573530.0918,109.4299,109.4299,109.4299,20-07-2021
3149,Liquid Fund,208046383287.962,731967833.5692,284.2289,284.2289,284.2289,20-07-2021
3148,Jikimu Fund,17164680600.0961,115815470.0107,148.2071,148.2071,145.243,20-07-2021
3147,Watoto Fund,4272782010.905,9340064.8642,457.4681,457.4681,452.8934,20-07-2021
3146,Wekeza Maisha Fund,1880420696.1764,3010513.1415,624.618,624.618,612.1256,20-07-2021
3145,Umoja Fund,258934646500.769,348998879.8993,741.9355,741.9355,734.5161,20-07-2021
3144,Bond Fund,98321428329.265,897878152.3871,109.5042,109.5042,109.5042,22-07-2021
3143,Liquid Fund,208113817038.277,731704272.8513,284.4234,284.4234,284.4234,22-07-2021
3142,Jikimu Fund,17156373730.6415,115708588.4947,148.2723,148.2723,145.3068,22-07-2021
3141,Watoto Fund,4257817677.4242,9301464.7862,457.7578,457.7578,453.1802,22-07-2021
3140,Wekeza Maisha Fund,1884167938.4708,3013038.8441,625.3381,625.3381,612.8313,22-07-2021
3139,Umoja Fund,258968072927.515,348934824.0865,742.1675,742.1675,734.7458,22-07-2021
3138,Bond Fund,98640783907.1846,900490983.8831,109.5411,109.5411,109.5411,23-07-2021
3137,Liquid Fund,208156981705.834,731609432.6138,284.5193,284.5193,284.5193,23-07-2021
3136,Jikimu Fund,17171244129.5379,115783855.4191,148.3043,148.3043,145.3382,23-07-2021
3135,Watoto Fund,4259329590.3679,9302688.1405,457.8601,457.8601,453.2815,23-07-2021
3134,Wekeza Maisha Fund,1905489149.1089,3045402.671,625.6937,625.6937,613.1798,23-07-2021
3133,Umoja Fund,259012412580.68,348943985.1884,742.275,742.275,734.8523,23-07-2021
3132,Bond Fund,98859563669.0915,901577504.8331,109.6518,109.6518,109.6518,26-07-2021
3131,Liquid Fund,209376842339.131,733425148.2041,285.4781,285.4781,285.4781,26-07-2021
3130,Jikimu Fund,17183828783.8432,115791272.7759,148.4035,148.4035,145.4354,26-07-2021
3129,Watoto Fund,4266672359.4443,9311515.1187,458.2146,458.2146,453.6325,26-07-2021
3128,Wekeza Maisha Fund,1914365704.0067,3054382.4883,626.7603,626.7603,614.2251,26-07-2021
3127,Umoja Fund,259588197065.242,348949788.4327,743.9128,743.9128,736.4736,26-07-2021
3126,Bond Fund,98718766806.0612,899986310.2083,109.6892,109.6892,109.6892,27-07-2021
3125,Liquid Fund,209290536707.144,732878300.6086,285.5734,285.5734,285.5734,27-07-2021
3124,Jikimu Fund,17222306646.4493,115747130.8953,148.7925,148.7925,145.8167,27-07-2021
3123,Watoto Fund,4211344868.1609,9158043.524,459.852,459.852,455.2535,27-07-2021
3122,Wekeza Maisha Fund,1929083793.2617,3076129.6887,627.1139,627.1139,614.5717,27-07-2021
3121,Umoja Fund,260093372019.969,348908168.8775,745.4494,745.4494,737.9949,27-07-2021
3120,Bond Fund,99096060580.3819,903122764.4612,109.726,109.726,109.726,28-07-2021
3119,Liquid Fund,210369078653.334,736412806.1494,285.6673,285.6673,285.6673,28-07-2021
3118,Jikimu Fund,17224890152.4369,115738745.8998,148.8256,148.8256,145.8491,28-07-2021
3117,Watoto Fund,4212793762.3122,9158602.6482,459.9822,459.9822,455.3823,28-07-2021
3116,Wekeza Maisha Fund,1931955082.9367,3078973.5103,627.4673,627.4673,614.9179,28-07-2021
3115,Umoja Fund,260147974179.632,348928308.3526,745.5628,745.5628,738.1072,28-07-2021
3114,Bond Fund,99358514290.6036,905167357.3566,109.7681,109.7681,109.7681,29-07-2021
3113,Liquid Fund,209915060622.241,734562685.4416,285.7688,285.7688,285.7688,29-07-2021
3112,Jikimu Fund,17230663828.4779,115769990.5243,148.8353,148.8353,145.8586,29-07-2021
3111,Watoto Fund,4221025568.3828,9169042.1826,460.3562,460.3562,455.7527,29-07-2021
3110,Wekeza Maisha Fund,1936848972.0268,3085039.165,627.8199,627.8199,615.2635,29-07-2021
3109,Umoja Fund,260103395160.953,348931986.1517,745.4272,745.4272,737.9729,29-07-2021
3108,Bond Fund,99521640563.4793,906350185.5192,109.8048,109.8048,109.8048,30-07-2021
3107,Liquid Fund,210495220036.561,736348575.7333,285.8636,285.8636,285.8636,30-07-2021
3106,Jikimu Fund,17285412334.4878,116112026.3184,148.8684,148.8684,145.891,30-07-2021
3105,Watoto Fund,4223893693.6316,9172767.5589,460.4819,460.4819,455.8771,30-07-2021
3104,Wekeza Maisha Fund,1939248898.0546,3087125.7507,628.173,628.173,615.6095,30-07-2021
3103,Umoja Fund,260132659639.185,348919277.8437,745.5382,745.5382,738.0828,30-07-2021
3102,Bond Fund,98613869375.5497,905388907.5276,108.9188,108.9188,108.9188,02-08-2021
3101,Liquid Fund,209568055920.18,732361545.143,286.1538,286.1538,286.1538,02-08-2021
3100,Jikimu Fund,17270376000.5647,115933369.4525,148.9681,148.9681,145.9888,02-08-2021
3099,Watoto Fund,4233988796.634,9187240.6072,460.8553,460.8553,456.2468,02-08-2021
3098,Wekeza Maisha Fund,1942135954.4549,3087466.1356,629.0388,629.0388,616.458,02-08-2021
3097,Umoja Fund,260098068600.925,348701598.6855,745.9044,745.9044,738.4454,02-08-2021
3096,Bond Fund,99489035196.9095,913151394.3063,108.9513,108.9513,108.9513,03-08-2021
3095,Liquid Fund,210404048380.787,735068835.1602,286.2372,286.2372,286.2372,03-08-2021
3094,Jikimu Fund,17283988068.9963,115998886.835,149.0013,149.0013,146.0213,03-08-2021
3093,Watoto Fund,4241048443.0883,9200054.6623,460.9808,460.9808,456.371,03-08-2021
3092,Wekeza Maisha Fund,1946026096.9986,3092950.3442,629.1812,629.1812,616.5975,03-08-2021
3091,Umoja Fund,260168202568.111,348751121.5199,745.9996,745.9996,738.5396,03-08-2021
3090,Bond Fund,100287847952.702,920179340.8526,108.9873,108.9873,108.9873,04-08-2021
3089,Liquid Fund,204038356815.183,712576202.5381,286.339,286.339,286.339,04-08-2021
3088,Jikimu Fund,17290147346.4226,116014377.8984,149.0345,149.0345,146.0538,04-08-2021
3087,Watoto Fund,4250637833.1215,9218353.1905,461.106,461.106,456.4949,04-08-2021
3086,Wekeza Maisha Fund,1998813424.7422,3176156.0781,629.3184,629.3184,616.732,04-08-2021
3085,Umoja Fund,260230884941.587,348781136.4228,746.1151,746.1151,738.654,04-08-2021
3084,Bond Fund,100512730072.105,921934567.0309,109.0237,109.0237,109.0237,05-08-2021
3083,Liquid Fund,203886846339.804,711805318.7905,286.4363,286.4363,286.4363,05-08-2021
3082,Jikimu Fund,17298984911.4119,116063494.0428,149.0476,149.0476,146.0666,05-08-2021
3081,Watoto Fund,4258688282.9503,9234234.1113,461.1848,461.1848,456.5729,05-08-2021
3080,Wekeza Maisha Fund,2026327415.1262,3219378.4975,629.4157,629.4157,616.8274,05-08-2021
3079,Umoja Fund,260191700431.22,348790897.2423,745.9819,745.9819,738.5221,05-08-2021
3078,Bond Fund,100792641459.846,924193048.9479,109.0602,109.0602,109.0602,06-08-2021
3077,Liquid Fund,206064347015.861,719165874.7675,286.5324,286.5324,286.5324,06-08-2021
3076,Jikimu Fund,17298612456.1572,116033722.702,149.0826,149.0826,146.101,06-08-2021
3075,Watoto Fund,4255489388.1128,9224784.5904,461.3104,461.3104,456.6973,06-08-2021
3074,Wekeza Maisha Fund,2026392820.9752,3218770.2292,629.555,629.555,616.9639,06-08-2021
3073,Umoja Fund,260200659547.24,348748988.8337,746.0972,746.0972,738.6363,06-08-2021
3072,Bond Fund,101688149795.857,931480105.3465,109.1684,109.1684,109.1684,09-08-2021
3071,Liquid Fund,215364980528.482,750898481.9689,286.8097,286.8097,286.8097,09-08-2021
3070,Jikimu Fund,17313919716.9374,116058777.8335,149.1823,149.1823,146.1987,09-08-2021
3069,Watoto Fund,4261223634.013,9229690.307,461.6865,461.6865,457.0697,09-08-2021
3068,Wekeza Maisha Fund,2028850172.8218,3220617.9589,629.9568,629.9568,617.3577,09-08-2021
3067,Umoja Fund,260332244712.974,348763002.0645,746.4446,746.4446,738.9801,09-08-2021
