No.,Scheme_Name,Net_Asset_Value,Outstanding_Number_of_ Units,Nav_Per_Unit,Sale_Price_per_Unit,Repurchase_Price/Unit,Date_Valued
4377,Bond Fund,50936774278.32,484081627.32,105.2235,105.2235,105.2235,15-09-2020
4376,Liquid Fund,145760254969.82,581269218.28,250.762,250.762,250.762,15-09-2020
4375,Jikimu Fund,17623606352.09,127932226.13,137.7574,137.7574,135.0022,15-09-2020
4374,Watoto Fund,3543446969.31,9078723.28,390.3023,390.3023,386.3993,15-09-2020
4373,Wekeza Maisha Fund,1423817473.32,2783700.19,511.4838,511.4838,501.2541,15-09-2020
4372,Umoja Fund,229777371783.54,353255658.55,650.4563,650.4563,643.9517,15-09-2020
4371,Bond Fund,51020468238.46,484706160.12,105.2606,105.2606,105.2606,16-09-2020
4370,Liquid Fund,145946257891.39,581822980.34,250.8431,250.8431,250.8431,16-09-2020
4369,Jikimu Fund,17633510890.61,127969719.89,137.7944,137.7944,135.0385,16-09-2020
4368,Watoto Fund,3544414398.31,9079056.43,390.3946,390.3946,386.4906,16-09-2020
4367,Wekeza Maisha Fund,1424170380.36,2783700.19,511.6105,511.6105,501.3783,16-09-2020
4366,Umoja Fund,229824806149.18,353267401.53,650.569,650.569,644.0633,16-09-2020
4365,Bond Fund,51074285380.09,485046477.25,105.2977,105.2977,105.2977,17-09-2020
4364,Liquid Fund,146081731954.84,582174914.16,250.9241,250.9241,250.9241,17-09-2020
4363,Jikimu Fund,17641483973.51,127992378.53,137.8323,137.8323,135.0757,17-09-2020
4362,Watoto Fund,3545390760.44,9079412.19,390.4868,390.4868,386.5819,17-09-2020
4361,Wekeza Maisha Fund,1424523263.23,2783700.19,511.7373,511.7373,501.5026,17-09-2020
4360,Umoja Fund,229864203642.88,353266789.35,650.6816,650.6816,644.1748,17-09-2020
4359,Bond Fund,51171920210.77,485461205.44,105.4089,105.4089,105.4089,20-09-2020
4358,Liquid Fund,146362071482.98,582724458.83,251.1686,251.1686,251.1686,20-09-2020
4357,Jikimu Fund,17656078230.09,127997984.15,137.9403,137.9403,135.1815,20-09-2020
4356,Watoto Fund,3544486736.7,9081932.19,390.2789,390.2789,386.3761,20-09-2020
4355,Wekeza Maisha Fund,1421290060.78,2784495.15,510.4301,510.4301,500.2215,20-09-2020
4354,Umoja Fund,229203335048.82,353251247.8,648.8394,648.8394,642.351,20-09-2020
4353,Bond Fund,51262135857.15,486145509.61,105.4461,105.4461,105.4461,21-09-2020
4352,Liquid Fund,146375501514.45,582593570.89,251.2481,251.2481,251.2481,21-09-2020
4351,Jikimu Fund,17621394133.96,127714661.6,137.9747,137.9747,135.2152,21-09-2020
4350,Watoto Fund,3533874127.84,9063863.29,389.8861,389.8861,385.9872,21-09-2020
4349,Wekeza Maisha Fund,1411777025.41,2774378.13,508.8625,508.8625,498.6853,21-09-2020
4348,Umoja Fund,228186931330.55,352898696.35,646.6075,646.6075,640.1414,21-09-2020
4347,Bond Fund,51650954025.36,489662335.86,105.4828,105.4828,105.4828,22-09-2020
4346,Liquid Fund,123493138874.83,491325430.14,251.3469,251.3469,251.3469,22-09-2020
4345,Jikimu Fund,17627345496.55,127723432.97,138.0118,138.0118,135.2516,22-09-2020
4344,Watoto Fund,3535597378.06,9066131.77,389.9786,389.9786,386.0788,22-09-2020
4343,Wekeza Maisha Fund,1413650652.98,2777365.18,508.9898,508.9898,498.81,22-09-2020
4342,Umoja Fund,228230657196.83,352904742.12,646.7203,646.7203,640.2531,22-09-2020
4341,Bond Fund,51636589895.02,489355016.45,105.5197,105.5197,105.5197,23-09-2020
4340,Liquid Fund,122305959832.05,486408555.5,251.447,251.447,251.447,23-09-2020
4339,Jikimu Fund,17632333709.08,127725223.15,138.049,138.049,135.288,23-09-2020
4338,Watoto Fund,3534422157.76,9060970.62,390.071,390.071,386.1703,23-09-2020
4337,Wekeza Maisha Fund,1414018754.9,2777394.66,509.117,509.117,498.9346,23-09-2020
4336,Umoja Fund,228275205752.28,352912079.8,646.8331,646.8331,640.3647,23-09-2020
4335,Bond Fund,51853568966.58,491227309.39,105.5592,105.5592,105.5592,24-09-2020
4334,Liquid Fund,122946744359.15,482812032.69,254.6472,254.6472,254.6472,24-09-2020
4333,Jikimu Fund,17664300923.67,127763325.66,138.258,138.258,135.4928,24-09-2020
4332,Watoto Fund,3543457869.59,9063406.07,390.9632,390.9632,387.0535,24-09-2020
4331,Wekeza Maisha Fund,1417980752.14,2784465.77,509.247,509.247,499.062,24-09-2020
4330,Umoja Fund,228568491351.72,352894827.69,647.6958,647.6958,641.2188,24-09-2020
4329,Bond Fund,51923963893.74,491381826.79,105.6693,105.6693,105.6693,27-09-2020
4328,Liquid Fund,123270383949.03,483587428.55,254.9082,254.9082,254.9082,27-09-2020
4327,Jikimu Fund,17679693420.49,127772009.14,138.3691,138.3691,135.6017,27-09-2020
4326,Watoto Fund,3548522744.73,9066667.88,391.3811,391.3811,387.4673,27-09-2020
4325,Wekeza Maisha Fund,1420640696.75,2784897.79,510.1231,510.1231,499.9206,27-09-2020
4324,Umoja Fund,228934586464.57,352904713.05,648.715,648.715,642.2279,27-09-2020
4323,Bond Fund,52121122826.67,493071781.54,105.707,105.707,105.707,28-09-2020
4322,Liquid Fund,122781932346.5,481503835.54,254.9968,254.9968,254.9968,28-09-2020
4321,Jikimu Fund,17659219700.34,127588828.63,138.4073,138.4073,135.6391,28-09-2020
4320,Watoto Fund,3549003354.03,9065752.86,391.4736,391.4736,387.5589,28-09-2020
4319,Wekeza Maisha Fund,1412489576.73,2768215.6,510.2527,510.2527,500.0477,28-09-2020
4318,Umoja Fund,229838854377.97,352833578.76,651.4087,651.4087,644.8946,28-09-2020
4317,Bond Fund,52323770330.72,494812951.49,105.7445,105.7445,105.7445,29-09-2020
4316,Liquid Fund,122754257720.19,481228404.68,255.0852,255.0852,255.0852,29-09-2020
4315,Jikimu Fund,17674458955.87,127604435.02,138.5098,138.5098,135.7396,29-09-2020
4314,Watoto Fund,3551922893.45,9065796.35,391.7938,391.7938,387.8759,29-09-2020
4313,Wekeza Maisha Fund,1414947786.89,2772331.75,510.3818,510.3818,500.1742,29-09-2020
4312,Umoja Fund,230282764079.71,352711496.3,652.8927,652.8927,646.3638,29-09-2020
4311,Bond Fund,51951932017.9,495828125.22,104.7781,104.7781,104.7781,30-09-2020
4310,Liquid Fund,124111241547.36,486381522.72,255.1726,255.1726,255.1726,30-09-2020
4309,Jikimu Fund,17296753372.13,127606745.33,135.5473,135.5473,132.8364,30-09-2020
4308,Watoto Fund,3553398247.64,9067430.07,391.8859,391.8859,387.9671,30-09-2020
4307,Wekeza Maisha Fund,1415545212.59,2772801.99,510.5107,510.5107,500.3005,30-09-2020
4306,Umoja Fund,230322740853.78,352712406.27,653.0044,653.0044,646.4743,30-09-2020
4305,Bond Fund,52596113774.77,501800879.19,104.8147,104.8147,104.8147,01-10-2020
4304,Liquid Fund,124517212052.82,487805355.72,255.26,255.26,255.26,01-10-2020
4303,Jikimu Fund,17319867706.12,127620411.86,135.7139,135.7139,132.9997,01-10-2020
4302,Watoto Fund,3559949712.28,9068144.62,392.5775,392.5775,388.6517,01-10-2020
4301,Wekeza Maisha Fund,1415902613.81,2772801.99,510.6396,510.6396,500.4268,01-10-2020
4300,Umoja Fund,230563449904.87,352716741.92,653.6788,653.6788,647.142,01-10-2020
4299,Bond Fund,52635877396.8,501648516.06,104.9258,104.9258,104.9258,04-10-2020
4298,Liquid Fund,124848391554.59,488600949.67,255.5222,255.5222,255.5222,04-10-2020
4297,Jikimu Fund,17386957575.69,128009473.75,135.8256,135.8256,133.109,04-10-2020
4296,Watoto Fund,3565252404.46,9075271.56,392.8535,392.8535,388.925,04-10-2020
4295,Wekeza Maisha Fund,1417080627.44,2773017.46,511.0248,511.0248,500.8043,04-10-2020
4294,Umoja Fund,230688994271.81,352728156.24,654.0136,654.0136,647.4734,04-10-2020
4293,Bond Fund,52767584758.26,502726707.85,104.9628,104.9628,104.9628,05-10-2020
4292,Liquid Fund,124859451924.13,488476722.06,255.6098,255.6098,255.6098,05-10-2020
4291,Jikimu Fund,17390025695.85,128002999.63,135.8564,135.8564,133.1393,05-10-2020
4290,Watoto Fund,3560591935.17,9061228.66,392.948,392.948,389.0185,05-10-2020
4289,Wekeza Maisha Fund,1417761287.21,2773653.56,511.153,511.153,500.9299,05-10-2020
4288,Umoja Fund,230688344219.14,352670036.89,654.1195,654.1195,647.5783,05-10-2020
4287,Bond Fund,52983109312.57,504603189.5,104.9996,104.9996,104.9996,06-10-2020
4286,Liquid Fund,133687701073.89,522849816.6,255.6904,255.6904,255.6904,06-10-2020
4285,Jikimu Fund,17396280239.89,128013964.31,135.8936,135.8936,133.1757,06-10-2020
4284,Watoto Fund,3562379626.59,9063651.53,393.0402,393.0402,389.1098,06-10-2020
4283,Wekeza Maisha Fund,1418816874.68,2775023.06,511.2811,511.2811,501.0555,06-10-2020
4282,Umoja Fund,230731204443.03,352672224.54,654.237,654.237,647.6946,06-10-2020
4281,Bond Fund,53140416749.78,505924742.16,105.0362,105.0362,105.0362,07-10-2020
4280,Liquid Fund,133976727076.09,523810665.75,255.7732,255.7732,255.7732,07-10-2020
4279,Jikimu Fund,17550822356.38,129025280.42,136.0262,136.0262,133.3057,07-10-2020
4278,Watoto Fund,3566591795.38,9064402.22,393.4724,393.4724,389.5376,07-10-2020
4277,Wekeza Maisha Fund,1419340588.53,2775352.17,511.4092,511.4092,501.181,07-10-2020
4276,Umoja Fund,230980840310.79,352678563.86,654.933,654.933,648.3837,07-10-2020
4275,Bond Fund,53266827171.78,506946859.09,105.0738,105.0738,105.0738,08-10-2020
4274,Liquid Fund,133928926128.47,523445365.64,255.8604,255.8604,255.8604,08-10-2020
4273,Jikimu Fund,17690641593.84,129030762.65,137.1041,137.1041,134.362,08-10-2020
4272,Watoto Fund,3567567297.36,9064758.15,393.5645,393.5645,389.6289,08-10-2020
4271,Wekeza Maisha Fund,1419796271.17,2775547.75,511.5373,511.5373,501.3066,08-10-2020
4270,Umoja Fund,231021034246.61,352679856.19,655.0446,655.0446,648.4942,08-10-2020
4269,Bond Fund,53304995154.61,506765879.35,105.1866,105.1866,105.1866,11-10-2020
4268,Liquid Fund,133942505674.47,522964381.3,256.1217,256.1217,256.1217,11-10-2020
4267,Jikimu Fund,17707162677.56,129030762.65,137.2321,137.2321,134.4875,11-10-2020
4266,Watoto Fund,3570975683.78,9064758.15,393.9405,393.9405,390.0011,11-10-2020
4265,Wekeza Maisha Fund,1420863172.92,2775547.75,511.9217,511.9217,501.6833,11-10-2020
4264,Umoja Fund,231172116822.65,352679856.19,655.473,655.473,648.9183,11-10-2020
4263,Bond Fund,53570597873.35,509109471.92,105.2241,105.2241,105.2241,12-10-2020
4262,Liquid Fund,134575419057.74,525258946.93,256.2078,256.2078,256.2078,12-10-2020
4261,Jikimu Fund,17725334767.53,129116326.28,137.2819,137.2819,134.5363,12-10-2020
4260,Watoto Fund,3589446894.2,9062004.06,396.0986,396.0986,392.1376,12-10-2020
4259,Wekeza Maisha Fund,1440987916.72,2775296.22,519.2195,519.2195,508.8351,12-10-2020
4258,Umoja Fund,232894126327.92,352571926.06,660.5578,660.5578,653.9522,12-10-2020
4257,Bond Fund,53628318730,509294705.73,105.2992,105.2992,105.2992,14-10-2020
4256,Liquid Fund,134941689653.56,526331527.14,256.3815,256.3815,256.3815,14-10-2020
4255,Jikimu Fund,17714724071.45,128970963,137.3544,137.3544,134.6073,14-10-2020
4254,Watoto Fund,3591583827.85,9063189.59,396.2825,396.2825,392.3197,14-10-2020
4253,Wekeza Maisha Fund,1442096278.85,2776069.35,519.4742,519.4742,509.0847,14-10-2020
4252,Umoja Fund,232988830956.5,352596650.59,660.78,660.78,654.1722,14-10-2020
4251,Bond Fund,53763145134.48,510393641.76,105.3366,105.3366,105.3366,15-10-2020
4250,Liquid Fund,135040286920.82,526537205.77,256.4687,256.4687,256.4687,15-10-2020
4249,Jikimu Fund,17720362668.84,128996881.36,137.3705,137.3705,134.6231,15-10-2020
4248,Watoto Fund,3590341786.72,9064198.97,396.1014,396.1014,392.1404,15-10-2020
4247,Wekeza Maisha Fund,1442450584.67,2776069.35,519.6018,519.6018,509.2097,15-10-2020
4246,Umoja Fund,233026288346.23,352599451.8,660.881,660.881,654.2722,15-10-2020
4245,Bond Fund,53881890194.92,510977475.56,105.4487,105.4487,105.4487,18-10-2020
4244,Liquid Fund,135025923356.98,525944713.75,256.7303,256.7303,256.7303,18-10-2020
4243,Jikimu Fund,17734987160.88,129003797.26,137.4765,137.4765,134.7269,18-10-2020
4242,Watoto Fund,3593245292.28,9065183.35,396.3787,396.3787,392.4149,18-10-2020
4241,Wekeza Maisha Fund,1443613349.69,2776261.81,519.9846,519.9846,509.5849,18-10-2020
4240,Umoja Fund,233149879413.48,352608629.87,661.2143,661.2143,654.6022,18-10-2020
4239,Bond Fund,53946743617.36,511409699.59,105.4864,105.4864,105.4864,19-10-2020
4238,Liquid Fund,135278261794.24,526749145.24,256.8172,256.8172,256.8172,19-10-2020
4237,Jikimu Fund,17743638819.86,129033624.19,137.5117,137.5117,134.7615,19-10-2020
4236,Watoto Fund,3594146378.83,9065347.42,396.4709,396.4709,392.5062,19-10-2020
4235,Wekeza Maisha Fund,1444227533.8,2776762.19,520.1121,520.1121,509.7098,19-10-2020
4234,Umoja Fund,233191753566.84,352612616.03,661.3256,661.3256,654.7124,19-10-2020
4233,Bond Fund,54113198106.42,512806582.15,105.5236,105.5236,105.5236,20-10-2020
4232,Liquid Fund,135458365637.57,527272024.48,256.9041,256.9041,256.9041,20-10-2020
4231,Jikimu Fund,17691874142.38,128603822.75,137.5688,137.5688,134.8174,20-10-2020
4230,Watoto Fund,3595491862.88,9063856.58,396.6845,396.6845,392.7177,20-10-2020
4229,Wekeza Maisha Fund,1388321431.96,2668395.93,520.2831,520.2831,509.8775,20-10-2020
4228,Umoja Fund,233228769086.2,352475581.96,661.6877,661.6877,655.0709,20-10-2020
4227,Bond Fund,54385885130.36,515014870.23,105.5633,105.5633,105.5633,21-10-2020
4226,Liquid Fund,135639016869.34,527770118.12,257.004,257.004,257.004,21-10-2020
4225,Jikimu Fund,17700637529.28,128611600.89,137.6286,137.6286,134.8761,21-10-2020
4224,Watoto Fund,3598758805.38,9067486.72,396.886,396.886,392.9172,21-10-2020
4223,Wekeza Maisha Fund,1388790971.98,2668395.93,520.4591,520.4591,510.0499,21-10-2020
4222,Umoja Fund,233308197621,352483334.3,661.8985,661.8985,655.2795,21-10-2020
4221,Bond Fund,54688834542.58,517884927.53,105.6004,105.6004,105.6004,22-10-2020
4220,Liquid Fund,135930475599.56,528724442.13,257.0913,257.0913,257.0913,22-10-2020
4219,Jikimu Fund,17715548591.7,128686678.02,137.6642,137.6642,134.9109,22-10-2020
4218,Watoto Fund,3602226003.61,9074087.96,396.9794,396.9794,393.0096,22-10-2020
4217,Wekeza Maisha Fund,1389526079.21,2669106.84,520.5959,520.5959,510.184,22-10-2020
4216,Umoja Fund,233336798933.99,352466969.19,662.0104,662.0104,655.3903,22-10-2020
4215,Bond Fund,54813786914.28,518511236.48,105.7138,105.7138,105.7138,25-10-2020
4214,Liquid Fund,136037814211.59,528604261.77,257.3529,257.3529,257.3529,25-10-2020
4213,Jikimu Fund,17734662307.37,128687404.61,137.812,137.812,135.0557,25-10-2020
4212,Watoto Fund,3606609176.55,9076027.84,397.3775,397.3775,393.4037,25-10-2020
4211,Wekeza Maisha Fund,1390621250.87,2669106.84,521.0062,521.0062,510.5861,25-10-2020
4210,Umoja Fund,233543931458.36,352468435.7,662.5953,662.5953,655.9694,25-10-2020
4209,Bond Fund,55167193635.02,521668844.64,105.7514,105.7514,105.7514,26-10-2020
4208,Liquid Fund,135878329901.87,527804690.49,257.4406,257.4406,257.4406,26-10-2020
4207,Jikimu Fund,17731595563.44,128611979.98,137.8689,137.8689,135.1115,26-10-2020
4206,Watoto Fund,3605160286.89,9067984.27,397.5702,397.5702,393.5945,26-10-2020
4205,Wekeza Maisha Fund,1392411942.06,2671862.12,521.1391,521.1391,510.7164,26-10-2020
4204,Umoja Fund,233327547805.05,352031487.49,662.8031,662.8031,656.175,26-10-2020
4203,Bond Fund,56071038003.14,522122798.4,107.3905,107.3905,107.3905,29-10-2020
4202,Liquid Fund,135800671451.33,526966295.42,257.7028,257.7028,257.7028,29-10-2020
4201,Jikimu Fund,17747936436.7,128610580.18,137.9975,137.9975,135.2375,29-10-2020
4200,Watoto Fund,3610679969.49,9070046.99,398.0883,398.0883,394.1075,29-10-2020
4199,Wekeza Maisha Fund,1394488316.3,2673800.19,521.538,521.538,511.1072,29-10-2020
4198,Umoja Fund,233604900183.06,352006046.25,663.6389,663.6389,657.0025,29-10-2020
4197,Bond Fund,55462443705.94,520756532.3,106.5036,106.5036,106.5036,01-11-2020
4196,Liquid Fund,137094974283.29,531453944.89,257.9621,257.9621,257.9621,01-11-2020
4195,Liquid Fund,137094974283.29,531453944.89,257.9621,257.9621,257.9621,01-11-2020
4194,Jikimu Fund,17765310931.33,128637607.71,138.1036,138.1036,135.3415,01-11-2020
4193,Wekeza Maisha Fund,1396383473.82,2675370.74,521.9402,521.9402,511.5014,01-11-2020
4192,Umoja Fund,233724965345.81,352009019.91,663.9744,663.9744,657.3346,01-11-2020
4191,Bond Fund,55582234842.99,521704818.45,106.5396,106.5396,106.5396,02-11-2020
4190,Liquid Fund,132569400212.97,513714784.78,258.0603,258.0603,258.0603,02-11-2020
4189,Jikimu Fund,17608157144.58,127469106.49,138.1367,138.1367,135.3739,02-11-2020
4188,Watoto Fund,3616194738.53,9075412.16,398.4607,398.4607,394.4761,02-11-2020
4187,Wekeza Maisha Fund,1399896181.7,2681418.82,522.0729,522.0729,511.6315,02-11-2020
4186,Umoja Fund,233752793274.97,351995307.83,664.0793,664.0793,657.4385,02-11-2020
4185,Bond Fund,56006401913.16,525508829.31,106.5756,106.5756,106.5756,03-11-2020
4184,Liquid Fund,133007834803.75,515235132.72,258.1498,258.1498,258.1498,03-11-2020
4183,Jikimu Fund,17630558431.69,127474165.56,138.3069,138.3069,135.5408,03-11-2020
4182,Watoto Fund,3624512442.6,9080534.25,399.1519,399.1519,395.1604,03-11-2020
4181,Wekeza Maisha Fund,1401252020.6,2683334.26,522.2055,522.2055,511.7614,03-11-2020
4180,Umoja Fund,233994742149.68,351996604.52,664.7642,664.7642,658.1166,03-11-2020
4179,Bond Fund,56143346471.77,526619029.01,106.6109,106.6109,106.6109,04-11-2020
4178,Liquid Fund,131051178577.52,507479223.16,258.2395,258.2395,258.2395,04-11-2020
4177,Jikimu Fund,17636638955.15,127484977.71,138.3429,138.3429,135.576,04-11-2020
4176,Watoto Fund,3626422976.09,9083216.23,399.2444,399.2444,395.2519,04-11-2020
4175,Wekeza Maisha Fund,1401608053.97,2683334.26,522.3382,522.3382,511.8915,04-11-2020
4174,Umoja Fund,234192708404.53,352235227.21,664.8759,664.8759,658.2271,04-11-2020
4173,Bond Fund,56597727829.28,530692909.08,106.6487,106.6487,106.6487,05-11-2020
4172,Liquid Fund,131449195163.63,508840899.26,258.3306,258.3306,258.3306,05-11-2020
4171,Jikimu Fund,17638985615.06,127486785.19,138.3593,138.3593,135.5921,05-11-2020
4170,Watoto Fund,3626437352.85,9083384.97,399.2385,399.2385,395.2462,05-11-2020
4169,Wekeza Maisha Fund,1401971448.19,2683334.26,522.4737,522.4737,512.0242,05-11-2020
4168,Umoja Fund,234184140190.85,352239223.1,664.844,664.844,658.1956,05-11-2020
4167,Bond Fund,56785221420.45,531928331.68,106.7535,106.7535,106.7535,08-11-2020
4166,Liquid Fund,131878240874.38,509853154.5,258.6593,258.6593,258.6593,08-11-2020
4165,Jikimu Fund,17655186752.98,127500170.84,138.4719,138.4719,135.7024,08-11-2020
4164,Watoto Fund,3629361289.98,9084682.43,399.5034,399.5034,395.5083,08-11-2020
4163,Wekeza Maisha Fund,1399029911.15,2675615.36,522.8816,522.8816,512.4239,08-11-2020
4162,Umoja Fund,234301823914.15,352247479.79,665.1625,665.1625,658.5109,08-11-2020
4161,Bond Fund,56972297497.13,533492747.69,106.7911,106.7911,106.7911,09-11-2020
4160,Liquid Fund,132207385700.76,510950411.16,258.748,258.748,258.748,09-11-2020
4159,Jikimu Fund,17657870000.31,127504539.96,138.4882,138.4882,135.7184,09-11-2020
4158,Watoto Fund,3633863508.11,9096540.9,399.4775,399.4775,395.4827,09-11-2020
4157,Wekeza Maisha Fund,1399893172.44,2676571.6,523.0173,523.0173,512.5569,09-11-2020
4156,Umoja Fund,234253212162.47,352246772.46,665.0259,665.0259,658.3756,09-11-2020
4155,Bond Fund,57350830065.6,536847785.07,106.8288,106.8288,106.8288,10-11-2020
4154,Liquid Fund,134132387809,518215199.08,258.8353,258.8353,258.8353,10-11-2020
4153,Jikimu Fund,17715268490.84,127865904.43,138.5457,138.5457,135.7748,10-11-2020
4152,Watoto Fund,3636863102.65,9099194.31,399.6907,399.6907,395.6938,10-11-2020
4151,Wekeza Maisha Fund,1402255898.36,2680395.57,523.1526,523.1526,512.6895,10-11-2020
4150,Umoja Fund,234388587794.48,352258558.87,665.3879,665.3879,658.734,10-11-2020
4149,Bond Fund,57258356553.1,535791623.14,106.8668,106.8668,106.8668,11-11-2020
4148,Liquid Fund,134637494574.93,519990615.44,258.9229,258.9229,258.9229,11-11-2020
4147,Jikimu Fund,17646112156.4,127331683.12,138.5838,138.5838,135.8122,11-11-2020
4146,Watoto Fund,3635363467.72,9093287.3,399.7854,399.7854,395.7875,11-11-2020
4145,Wekeza Maisha Fund,1403908511.08,2682861.39,523.2878,523.2878,512.822,11-11-2020
4144,Umoja Fund,234320539634.42,352096115.24,665.5016,665.5016,658.8466,11-11-2020
4143,Bond Fund,57297183536.03,535965452.88,106.9046,106.9046,106.9046,12-11-2020
4142,Liquid Fund,135186396232.64,521934635.68,259.0102,259.0102,259.0102,12-11-2020
4141,Jikimu Fund,17631295364.76,127187455.13,138.6245,138.6245,135.852,12-11-2020
4140,Watoto Fund,3623375990.02,9061079.25,399.8835,399.8835,395.8847,12-11-2020
4139,Wekeza Maisha Fund,1404460013.17,2683214.93,523.4243,523.4243,512.9559,12-11-2020
4138,Umoja Fund,234363940546.77,352099860.18,665.6178,665.6178,658.9616,12-11-2020
4137,Bond Fund,57509320762.06,537381608.57,107.0177,107.0177,107.0177,15-11-2020
4136,Liquid Fund,135868668280.71,524040615.69,259.2713,259.2713,259.2713,15-11-2020
4135,Jikimu Fund,17647572131.67,127200981.3,138.7377,138.7377,135.963,15-11-2020
4134,Watoto Fund,3626284920.08,9061888.11,400.1688,400.1688,396.1671,15-11-2020
4133,Wekeza Maisha Fund,1406009338.02,2684074.88,523.8339,523.8339,513.3572,15-11-2020
4132,Umoja Fund,234490681451.21,352108683.57,665.9611,665.9611,659.3015,15-11-2020
4131,Bond Fund,57733003392.95,539278530.06,107.056,107.056,107.056,16-11-2020
4130,Liquid Fund,136455087483.8,526121804.39,259.3603,259.3603,259.3603,16-11-2020
4129,Jikimu Fund,17645459819.09,127150556.78,138.7761,138.7761,136.0006,16-11-2020
4128,Watoto Fund,3626799297.74,9061014.11,400.2642,400.2642,396.2615,16-11-2020
4127,Wekeza Maisha Fund,1410100418.52,2691183.8,523.9703,523.9703,513.4909,16-11-2020
4126,Umoja Fund,234510113252.62,352075422.03,666.0792,666.0792,659.4184,16-11-2020
4125,Bond Fund,57622760474.11,538053049.48,107.0949,107.0949,107.0949,17-11-2020
4124,Liquid Fund,135994877374.69,524165968.8,259.45,259.45,259.45,17-11-2020
4123,Jikimu Fund,17740870570.73,127803095.09,138.8141,138.8141,136.0378,17-11-2020
4122,Watoto Fund,3627658243.35,9061014.11,400.359,400.359,396.3554,17-11-2020
4121,Wekeza Maisha Fund,1411307165.34,2692787.36,524.1064,524.1064,513.6243,17-11-2020
4120,Umoja Fund,234921005540.76,352044448.03,667.305,667.305,660.6319,17-11-2020
4119,Bond Fund,57799620773.07,539511955.45,107.1332,107.1332,107.1332,18-11-2020
4118,Liquid Fund,136718432694.88,526774369.92,259.5389,259.5389,259.5389,18-11-2020
4117,Jikimu Fund,17751770295.67,127846715.55,138.852,138.852,136.0749,18-11-2020
4116,Watoto Fund,3629136087.74,9062560.24,400.4537,400.4537,396.4492,18-11-2020
4115,Wekeza Maisha Fund,1411724122.09,2692882.76,524.2427,524.2427,513.7578,18-11-2020
4114,Umoja Fund,235567840497.73,352049358.08,669.133,669.133,662.4417,18-11-2020
4113,Bond Fund,57984453838.96,541047573.64,107.1707,107.1707,107.1707,19-11-2020
4112,Liquid Fund,137577207224.6,529885329.95,259.6358,259.6358,259.6358,19-11-2020
4111,Jikimu Fund,17760219367.93,127868710.39,138.8942,138.8942,136.1163,19-11-2020
4110,Watoto Fund,3630671485.87,9064308.31,400.5459,400.5459,396.5404,19-11-2020
4109,Wekeza Maisha Fund,1412421031.1,2693512.24,524.3789,524.3789,513.8913,19-11-2020
4108,Umoja Fund,235611274912.13,352051467.97,669.2524,669.2524,662.5598,19-11-2020
4107,Bond Fund,58109705718.82,541636034.83,107.2855,107.2855,107.2855,22-11-2020
4106,Liquid Fund,138391947313.88,532477486.33,259.902,259.902,259.902,22-11-2020
4105,Jikimu Fund,17780456758.19,127890021.8,139.0293,139.0293,136.2487,22-11-2020
4104,Watoto Fund,3635126305.07,9066727.54,400.9304,400.9304,396.9211,22-11-2020
4103,Wekeza Maisha Fund,1413567604.22,2693599.96,524.7875,524.7875,514.2918,22-11-2020
4102,Umoja Fund,235773283182.65,352059195.63,669.6978,669.6978,663.0009,22-11-2020
4101,Bond Fund,58379153847.58,543948445.11,107.3248,107.3248,107.3248,23-11-2020
4100,Liquid Fund,154621798822.29,594744572.75,259.9802,259.9802,259.9802,23-11-2020
4099,Jikimu Fund,17786509994.47,127904135.94,139.0613,139.0613,136.28,23-11-2020
4098,Watoto Fund,3634168076.15,9062149.66,401.0272,401.0272,397.0169,23-11-2020
4097,Wekeza Maisha Fund,1416495409.51,2698544.82,524.9108,524.9108,514.4126,23-11-2020
4096,Umoja Fund,235772372516.19,351992772.49,669.8216,669.8216,663.1234,23-11-2020
4095,Bond Fund,58488493877.42,544773138.01,107.363,107.363,107.363,24-11-2020
4094,Liquid Fund,154914382612.96,595669547.77,260.0677,260.0677,260.0677,24-11-2020
4093,Jikimu Fund,17808166245.73,128024838.1,139.0993,139.0993,136.3173,24-11-2020
4092,Watoto Fund,3635449032.82,9063196.97,401.1221,401.1221,397.1109,24-11-2020
4091,Wekeza Maisha Fund,1417499638.14,2699752.64,525.048,525.048,514.547,24-11-2020
4090,Umoja Fund,235835054239.51,351996955.09,669.9917,669.9917,663.2918,24-11-2020
4089,Bond Fund,58641221504.25,546002380.51,107.401,107.401,107.401,25-11-2020
4088,Liquid Fund,158598006841.57,609635656.64,260.1521,260.1521,260.1521,25-11-2020
4087,Jikimu Fund,17816009856.9,128026779.86,139.1585,139.1585,136.3753,25-11-2020
4086,Watoto Fund,3637736132.84,9064041.02,401.3371,401.3371,397.3238,25-11-2020
4085,Wekeza Maisha Fund,1418136823.13,2700261.3,525.185,525.185,514.6813,25-11-2020
4084,Umoja Fund,235975127875.17,352013005.3,670.3591,670.3591,663.6555,25-11-2020
4083,Bond Fund,58785366559.31,547150743.19,107.4391,107.4391,107.4391,26-11-2020
4082,Liquid Fund,159342292584.51,612294880.48,260.2378,260.2378,260.2378,26-11-2020
4081,Jikimu Fund,17822912995.25,128041367.54,139.1965,139.1965,136.4126,26-11-2020
4080,Watoto Fund,3640196894.23,9068027.69,401.432,401.432,397.4177,26-11-2020
4079,Wekeza Maisha Fund,1418507138.28,2700261.3,525.3222,525.3222,514.8157,26-11-2020
